algorithm_type,params,s_epe,s_mse,a_mse,combined_score
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.20301194,2916.6924,2916.6924,0.447627219
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.05242931,2936.0515,2936.0515,0.448745619
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.52250664,2874.6704,2874.6704,0.445140504
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.35619555,2786.3103,2786.3103,0.441206826
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.95669578,2683.847,2683.847,0.433715224
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.83685912,2709.3628,2709.3628,0.435818421
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.2863771,2625.309,2625.309,0.429328148
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.74931435,2877.2136,2877.2136,0.447260171
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.16340901,2814.522,2814.522,0.443049929
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.08355329,2829.8833,2829.8833,0.444254446
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.44701255,2771.8586,2771.8586,0.440199135
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.97005824,2829.4028,2829.4028,0.443288788
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.76980299,2708.318,2708.318,0.435156624
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.57076846,2745.9924,2745.9924,0.438085271
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.1878952,2637.1309,2637.1309,0.429958883
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.21292699,2936.244,2936.244,0.450052697
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.75695341,2857.8645,2857.8645,0.444999385
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.59144226,2887.4636,2887.4636,0.447227166
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.07456782,2816.3647,2816.3647,0.442560332
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,11.63308114,3004.6904,3004.6904,0.45362751
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,11.63308114,3004.6904,3004.6904,0.45362751
