algorithm_type,params,s_epe,s_mse,a_mse,combined_score
DIS,finest_scale=0; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.294555513855471,565.2904,565.2904,0.17419129823682034
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,13.70412366126321,384.6919,384.6919,0.15579601553355393
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,14.40070205439083,343.65427,343.65427,0.15644412927897391
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,13.65321659017368,383.9071,383.9071,0.15529458735138285
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,14.400687540858678,343.64633,343.64633,0.1564430632216906
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,13.625588696464362,384.8852,384.8852,0.1551909331978517
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,13.941452619814806,433.80493,433.80493,0.163588212916326
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,13.524122129370747,435.31537,435.31537,0.1604308229922452
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,13.941496306047764,433.78485,433.78485,0.16358615214336653
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,13.505327093586653,434.3317,434.3317,0.16016242315757537
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,14.108437607434908,406.57236,406.57236,0.16165618621108946
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,13.476890434405657,425.7032,425.7032,0.15889950779741172
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,14.108447717697654,406.5646,406.5646,0.1616553394959071
Farneback,pyr_scale=0.7; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,13.452111224761257,425.86758,425.86758,0.15872100325767716
